 ,Numero Gaceta,Fecha Gaceta,Fecha Medida,Tipo de Registro,Funcionario,Cargo,Contenido,Poder,Ente,Organo,Niv.1,Niv.2,Niv.3
,6234,01/07/2016,10/05/2016,Ocupación de Bienes,,,"Se ordena la Ocupación Temporal de Bienes del Terreno denominado Las Lagunitas, ubicado en el Municipio Biruaca y San Fernando, ubicado en el estado Apure, el cual tiene una superficie de terreno aproximada de 140.997,79 m2",Ejecutivo,Ministerio del Poder Popular para el Hábitat y Vivienda,Despacho del Ministro,,,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,ADOLFO JOSE TORRES ACHAN,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,GENESIS SAIBEL RODRIGUEZ TOVAR,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,ENMANUEL FELIX GONZALEZ HERNANDEZ,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,LEYDY DARIANA BARRETO GARCIA,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,LOURDES MARIA FREITES BURCIAGA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,SORELIA JOSEFINA MOSQUERA ALVAREZ,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,ANGIE ESTHER MARTINEZ ESCORCIA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,ANA LUISA LAYA QUERALES,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Viceministerio de la Suprema Felicidad Social del Pueblo,Misión Pueblo Soberano,Fundación Pueblo Soberano,Comisiones/Comités
,40935,30/06/2016,28/06/2016,"Normativas (Reglamentos internos, etc)",,,Se fija en 3% para el segundo semestre del ejercicio económico 2016,Ejecutivo,Ministerio del Poder Popular de Banca y Finanzas,Despacho del Ministro,,,
,40935,30/06/2016,12/04/2016,Sanciones,,,"Se sanciona a Citibank, NA Banco Universal con una multa de BS. 1.700.000,00 que corresponde al 1 % de su capital pagado",Ejecutivo,Ministerio del Poder Popular de Banca y Finanzas,Superintendencia de Bancos y Otras Instituciones Financieras (SUDEBAN),,,
,40935,30/06/2016,23/05/2016,"Normativas (Reglamentos internos, etc)",,,"Providencia Administrativa de reforma parcial del la Providencia N° 15-007 de fecha 14 de diciembre de 2015, mediante la cual se establece el Plan de Cuentas Patrimoniales",Ejecutivo,Ministerio del Poder Popular de Banca y Finanzas,Oficina Nacional de Contabilidad Pública (ONCOP),,,
,40935,30/06/2016,13/06/2016,Nombramiento / Designación,ROLANDO ALBERTO ESSER DE LIMA,Presidente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,Empresa de Sistema de Comunicaciones de la Fuerza Armada Nacional Bolivariana S.A (EMCOFANB),
,40935,30/06/2016,13/06/2016,Cese/Destitución/Retiro,JESUS ACACIO GARCIA YEGUES,Presidente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,Empresa de Sistema de Comunicaciones de la Fuerza Armada Nacional Bolivariana S.A (EMCOFANB),
,40935,30/06/2016,28/06/2016,Delegación de Firmas/Atribuciones,MILDRED JOSEFINA PLAZA HERNANDEZ,Director de Línea,"Se le delega la firma de actos y documentos tales como: La coordinación de la Administración técnica y financiera de la Ejecución de Programas, la coordinación y suscripción de los convenios y contratos necesarios para la mejor administración, entre otras",Ejecutivo,"Ministerio del Poder Popular para la Educación Universitaria, Ciencia y Tecnología",Fondo de Investigación y Desarrollo de las Telecomunicaciones (FIDETEL),,,
,40935,30/06/2016,28/06/2016,Delegación de Firmas/Atribuciones,NERISSA JOSE AGUILERA ARTEAGA,Superintendente,Se le delega la facultad para la firma de todos los actos celebrados por convenios con organismos públicos o privados nacionales o internacionales,Ejecutivo,"Ministerio del Poder Popular para la Educación Universitaria, Ciencia y Tecnología",Superintendencia de Servicios de Certificación Electrónica (SUSCERTE),,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,DOUGLAS JESUS MORALES FERNANDEZ,Vicepresidente,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,GISELA MARISOL TORO DE LARA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,HUMBERTO JOSE GONZALEZ SILVA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,YOAMA BELINDA PAREDES DOMENICO,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,MARITZA GUADALUPE LORETO DE ANZOLA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,VICTOR JESUS REYES ESPINOZA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,JOULYS MERCEDES AVILA GUARATE,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,ANA INMACULADA JOSEFINA BELLORIN SILVA,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,ALI RAFAEL VENEGAS SALGADO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,LUIS ANTONIO PENSO SANCHEZ,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,29/06/2016,Nombramiento / Designación,GREGORIO RAMON CHAVEZ ROMERO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Educación,Fundación de Edificaciones y Dotaciones Educativas (FEDE),Junta Directiva,,
,40935,30/06/2016,30/06/2016,Nombramiento / Designación,GILBERTO DANIEL ESCALONA ACOSTA,Director de Información y Relaciones Públicas,,Ejecutivo,Ministerio del Poder Popular para la Educación,Despacho del Ministro,Oficina de Gestion Comunicacional,,
,40935,30/06/2016,22/06/2016,Nombramiento / Designación,JOANNY LUISA ZORRILLA SUCRE,Director General de Gestión para la Salud Comunal,,Ejecutivo,Ministerio del Poder Popular para la Salud,Despacho del Ministro,Direcciones Estadales de Salud,,
,40935,30/06/2016,14/06/2016,"Normativas (Reglamentos internos, etc)",,,"Resolución conjunta entre el Ministerio para a Salud y el Ministerio para la Educación Universitaria, Ciencia y Tecnología donde se dicta el Reglamento de Organización y Funcionamiento de la Universidad de las ciencias de la Salud (UCS)",Ejecutivo,Ministerio del Poder Popular para la Salud,Despacho del Ministro,,,
,40935,30/06/2016,14/06/2016,"Normativas (Reglamentos internos, etc)",,,"Resolución conjunta entre el Ministerio para a Salud y el Ministerio para la Educación Universitaria, Ciencia y Tecnología donde se dicta el Reglamento de Organización y Funcionamiento de la Universidad de las ciencias de la Salud (UCS)",Ejecutivo,"Ministerio del Poder Popular para la Educación Universitaria, Ciencia y Tecnología",Despacho del Ministro,,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,LUIS AUGUSTO ROMANO VISO GOMEZ,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Comisiones/Comités,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,RUBEN DARIO DIMAS GARCIA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Comisiones/Comités,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,EMALAGA ALESSANDRA PALUMBO TALAMO,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Comisiones/Comités,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,MARIA ALEJANDRA SIERRA SIVERIO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Comisiones/Comités,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,NEREIDA YUBISAY BOLIVAR PEÑA,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Comisiones/Comités,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,ALEXANDER LOPEZ TRUJILLO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Comisiones/Comités,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,ELIZABETH DE LOS ANGELES ROJAS CALDERON,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Comisiones/Comités,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,EMMANUEL JESUS HERNANDEZ CAUCHO,Responsable Patrimonial,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),,,
,40935,30/06/2016,25/04/2016,Nombramiento / Designación,EMMANUEL JESUS HERNANDEZ CAUCHO,Responsable Patrimonial,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Centro Nacional Autonomo de Cinematografia (CNAC),Presidencia,Coordinación de Bienes,
,40935,30/06/2016,16/01/2016,Nombramiento / Designación,RIAN CARLOS RAMIREZ PAREDES,Consultor Jurídico,,Ejecutivo,Ministerio del Poder Popular para la Cultura,Instituto del Patrimonio Cultural (IPC),,,
,40935,30/06/2016,21/09/2016,"Normativas (Reglamentos internos, etc)",,,Se dicta el Reglamento Interno de la Unidad de Auditoría Interna de la Corporación Eléctrica Nacional S.A (CORPOELEC),Ejecutivo,Ministerio del Poder Popular para la Energía Eléctrica,Corporación Eléctrica Nacional S.A (CORPOELEC),,,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,ORLAIMAR VALDERRAMA OCAÑA,Provisorio,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Despacho del Defensor Público General,Unidades Regionales
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,ORLAIMAR VALDERRAMA OCAÑA,Defensor Público,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Despacho del Defensor Público General,Unidades Regionales
,40935,30/06/2016,24/05/2016,Nombramiento / Designación,MARLE JOSEFINA RAMIREZ GALVAN,Jefe,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Coordinación General,Dirección Nacional de Consultoría Jurídica
,40935,30/06/2016,24/05/2016,Nombramiento / Designación,CARLOS JAVIER ABACHE RIVAS,Oficial de Prevención y Protección,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Despacho del Defensor Público General,Unidades Regionales
,40935,30/06/2016,24/05/2016,Nombramiento / Designación,ALIX AMERICA ARAGOZA DE LANDA,Especialista de Área,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Coordinación General,Dirección Nacional de Actuación Procesal
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,KELLYTZA DUARTE REVERON,Miembro Principal,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,TOBIAS JACOBO GONZALEZ CRUZ,Miembro Principal,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,GREGORY JOSE CALMA APONTE,Miembro Principal,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,SERVA ELENA ROMERO RONDON,Miembro Principal,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,ANGELA HORTENSIA CARRILLO CARRILLO,Miembro Principal,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,PATRICIA KAREN CORDERO COLL,Miembro Principal,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,MARVIA FABIOLA CRUZ DE ORTIZ,Miembro Suplente,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,JUAN CARLOS APONTE RINCON,Miembro Suplente,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,GENARO ENRIQUE MORENO ZAPATA,Miembro Suplente,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,JOSE GUSTAVO GAMEZ BRICEÑO,Miembro Suplente,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,OSIRIS GRACIELA NIEVES VILLASMIL,Miembro Suplente,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,16/06/2016,Nombramiento / Designación,HAYMIL GIOVANNY GIL GARCIA,Miembro Suplente,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Comisiones/Comités,
,40935,30/06/2016,27/06/2016,Supresión/Liquidación,,,Se suprime la Unidad Contratante adscrita al Despacho de la Fiscal General,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General Administrativa,Unidad Contratante,
,40935,30/06/2016,27/06/2016,Creación/Conformación,,,Se adscribe la Unidad Contratante a la Dirección General Administrativa,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General Administrativa,Unidad Contratante,
,40935,30/06/2016,27/06/2016,Supresión/Liquidación,,,Se suprime la Coordinación de Contrataciones y la División de Contratos,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General Administrativa,Dirección de Administración y Servicios,Coordinación de Contrataciones y Servicios
,40935,30/06/2016,27/06/2016,Creación/Conformación,,,Se adscribe la Coordinación de Contrataciones y la División de Contratos,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General Administrativa,Coordinación de Contrataciones,División de Contrataciones
,40934,29/06/2016,21/06/2016,Delegación de Firmas/Atribuciones,GUILLERMO GUSTAVO BLANCO ACOSTA,,"Se le delega la atribución para establecer los lineamientos en materia de fijación y asignación de volúmenes y precios para el suministro, almacenamiento, transporte, distribución y expendio de productos derivados de hidrocarburos líquidos en el mercado interno",Ejecutivo,Ministerio del Poder Popular para el Petróleo y la Minería,Despacho del Ministro,,,
,40934,29/06/2016,21/06/2016,Delegación de Firmas/Atribuciones,GUILLERMO GUSTAVO BLANCO ACOSTA,,"Se le delega la firma de oficios, memorandos y circulares para la fijación de los lineamientos y la asignación de volúmenes y precios para el suministro, almacenamiento, transporte, distribución y expendio de productos derivados de hidrocarburos líquidos en el mercado interno",Ejecutivo,Ministerio del Poder Popular para el Petróleo y la Minería,Despacho del Ministro,,,
,40934,29/06/2016,29/06/2016,Nombramiento / Designación,JOEL GERARDO ESPINOZA DAVILA,Director General,,Ejecutivo,Ministerio del Poder Popular de Desarrollo Minero Ecológico,Despacho del Ministro,,,
,40934,29/06/2016,29/06/2016,Nombramiento / Designación,ADA MILENA OJEDA MENDOZA,Director General,,Ejecutivo,Ministerio del Poder Popular de Desarrollo Minero Ecológico,Despacho del Ministro,Oficina de Gestión Humana,,
,40934,29/06/2016,29/06/2016,Nombramiento / Designación,OSCAR JOSE DOUPOVEC LONGART,Director General de Nuevas Inversiones Ecomineras,,Ejecutivo,Ministerio del Poder Popular de Desarrollo Minero Ecológico,Viceministerio de Explotación e Inversión Ecominera,,,
,40934,29/06/2016,29/06/2016,Nombramiento / Designación,ALBA JACQUELIN CASTILLO PADRON,Director General de Planificación y Desarrollo Ecominero,,Ejecutivo,Ministerio del Poder Popular de Desarrollo Minero Ecológico,Viceministerio de Explotación e Inversión Ecominera,,,
,40934,29/06/2016,29/06/2016,Nombramiento / Designación,JHOANNY VIRGINIA LANDAETA LUGO,Director General,,Ejecutivo,Ministerio del Poder Popular de Desarrollo Minero Ecológico,Despacho del Ministro,Oficina Estratégica de Seguimiento y Evaluación de Políticas Públicas,,
,40934,29/06/2016,16/05/2016,"Normativas (Reglamentos internos, etc)",,,Normas para la aplicación de la Convención sobre el Comercio Internacional de Especies Amenazadas de Fauna y Flora Silvestre (CITES),Ejecutivo,Ministerio del Poder Popular para Ecosocialismo y Aguas,,,,
,40934,29/06/2016,27/06/2016,Nombramiento / Designación,LISBETH CRISTINA FARIAS,Director General,,Ejecutivo,Ministerio del Poder Popular para Ecosocialismo y Aguas,Despacho del Ministro,,,
,40934,29/06/2016,21/06/2016,Corrección de error material,,,"Corregir por error material el Artículo 1 de la Resolución N° 028/2016 de fecha 10 de mayo de 2016, publicada en Gaceta Oficial N°40.905 de fecha 10 de mayo de 2016.",Ejecutivo,Ministerio del Poder Popular para la Mujer y la Igualdad de Género,,,,
,40934,29/06/2016,23/06/2016,Nombramiento / Designación,YADECCY AMALY OROPEZA TORREALBA,Director General,,Ejecutivo,Ministerio del Poder Popular para la Mujer y la Igualdad de Género,Viceministerio de Desarrollo Productivo de la Mujer,Dirección General de Innovación de Modelos Productivos,,
,40934,29/06/2016,20/06/2016,Nombramiento / Designación,MARIANA ELENA HERNANDEZ GUIA,Director,,Ejecutivo,Ministerio del Poder Popular para la Mujer y la Igualdad de Género,Despacho del Ministro,Oficina de Asuntos Internacionales,,
,40934,29/06/2016,07/06/2016,Nombramiento / Designación,CARLOS JOSE ANDRADE GUTIERREZ,Defensor Público,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Despacho del Defensor Público General,Unidades Regionales
,40934,29/06/2016,13/06/2016,Nombramiento / Designación,CARLOS JOSE ANDRADE GUTIERREZ,Coordinador,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Defensa Pública,Despacho del Defensor Público General,Unidades Regionales
,40934,29/06/2016,29/06/2016,Crédito adicional,,,"Se autoriza la distribución de recursos adicionales para la Dotación de Uniformes al personal de Venezolana de Teleféricos Ventel C.A por un monto de Bs.200.000.000, dentro del cual existen partidas 4,07 equivalentes al monto total del Crédito Adicional",Ejecutivo,Ministerio del Poder Popular para el Turismo,,,,
,40934,29/06/2016,29/06/2016,"Normativas (Reglamentos internos, etc)",,,"Decreto N°8 en el marco del Estado de excepción y de Emergencia Económica, mediante el cual se autoriza la distribución de recursos adicionales con cargo al presupuesto de gastos del Ministerio de Turismo",Ejecutivo,Presidencia de la República,,,,
,40934,29/06/2016,29/06/2016,"Normativas (Reglamentos internos, etc)",,,"Decreto N° 9 en el marco del Estado de Emergencia Económica, mediante el cual se autoriza la distribución del Recursos adicionales con cargo al Presupuesto del Ministerio de los Pueblos Indígenas",Ejecutivo,Presidencia de la República,,,,
,40934,29/06/2016,29/06/2016,Crédito adicional,,,"Se autoriza la distribución de recursos adicionales para el Ministerio de los Pueblos Indígenas por un monto de Bs. 933.725.772,35, dentro del cual existe una partida 4,07 por un monto de Bs.550.899.999,88",Ejecutivo,Ministerio del Poder Popular para los Pueblos Indígenas,,,,
,40934,29/06/2016,29/06/2016,"Normativas (Reglamentos internos, etc)",,,"Decreto N° 10 en el marco del Estado de Emergencia Económica, mediante el cual se autoriza la distribución del Recursos adicionales con cargo al Presupuesto del Ministerio de los Pueblos Indígenas",Ejecutivo,Presidencia de la República,,,,
,40934,29/06/2016,29/06/2016,Crédito adicional,,,"Se autoriza la distribución de recursos adicionales para el Ministerio de los Pueblos Indígenas por un monto de Bs. 883.167.000,00, dentro del cual existe una partida 4,07 por Bs.837.167.000,00",Ejecutivo,Ministerio del Poder Popular para los Pueblos Indígenas,,,,
,40934,29/06/2016,29/06/2016,Nombramiento / Designación,JEHYSON JOSE GUZMAN ARAQUE,Viceministro,,Ejecutivo,Ministerio del Poder Popular para la Educación,Viceministerio de Comunidades Educativas y Unión con el Pueblo,,,
,40934,29/06/2016,28/06/2016,Nombramiento / Designación,EFRAIN DAVID ALFONZO LICON,Director General de Proyectos Estratégicos y Emblemáticos,,Ejecutivo,Consejo de Ministros,4ta Vicepresidencia Sectorial para la Planificación y el Conocimiento,,,
,40934,29/06/2016,28/06/2016,Nombramiento / Designación,AIMARA DE LAS NIEVES GERDEL OROPEZA,Director General de Información e Indicadores Sectoriales,,Ejecutivo,Consejo de Ministros,4ta Vicepresidencia Sectorial para la Planificación y el Conocimiento,,,
,40934,29/06/2016,28/06/2016,Nombramiento / Designación,ITAMAR JOSE ESTEVES DURAN,Director General,,Ejecutivo,Ministerio del Poder Popular para la Planificación,Despacho del Ministro,Oficina de Cooperación Técnica y Financiamiento Multilateral,,
,40934,29/06/2016,28/06/2016,Nombramiento / Designación,YANIRA COROMOTO RUIZ PARRA,Director General,,Ejecutivo,Ministerio del Poder Popular para la Planificación,Despacho del Ministro,Oficina Estratégica de Seguimiento y Evaluación de Políticas Públicas,,
,40934,29/06/2016,15/06/2016,Nombramiento / Designación,JOFELY CHIQUINQUIRA JIMENEZ RODRIGUEZ,Titular,,Ejecutivo,Ministerio del Poder Popular para la Planificación,Corporación de Desarrollo de la Región Zulia (CORPOZULIA),Directorio,Auditoría Interna,
,40934,29/06/2016,18/06/2016,Nombramiento / Designación,PEDRO JESUS SERRANO DUQUE,Director General,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Dirección General de Salud,,
,40934,29/06/2016,18/06/2016,Cese/Destitución/Retiro,RODOLFO JOAQUIN SILVA DIAZ,Director General,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Dirección General de Salud,,
,40934,29/06/2016,20/06/2016,Nombramiento / Designación,JORGE LUIS ESTANGA TOVAR,Director General,"Se le delega la atribución para firmar la correspondencia externa a organismos públicos y privados en función de su gestión, la Firma de los Contratos de carácter financiero, incluyendo los de ejecución de fideicomisos, por un monto no mayor 15.999 U.T, e",Ejecutivo,Ministerio del Poder Popular para la Defensa,Despacho del Ministro,,,
,40934,29/06/2016,05/04/2016,Nombramiento / Designación,ERICH NAILEN ESCALANTE DE DULCEY,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para el Turismo,Instituto Nacional de Turismo (INATUR),Comisiones/Comites,,
,40934,29/06/2016,05/04/2016,Nombramiento / Designación,RAMON GALINDO VILLEGAS,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para el Turismo,Instituto Nacional de Turismo (INATUR),Comisiones/Comites,,
,40934,29/06/2016,05/04/2016,Nombramiento / Designación,SERGIO JAVIER HENNIG CASTELLANOS,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para el Turismo,Instituto Nacional de Turismo (INATUR),Comisiones/Comites,,
,40934,29/06/2016,05/04/2016,Nombramiento / Designación,MARIA FRANCIA MORGADO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para el Turismo,Instituto Nacional de Turismo (INATUR),Comisiones/Comites,,
,40934,29/06/2016,05/04/2016,Nombramiento / Designación,DIOMARA DEL VALLE ROJAS SERRA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para el Turismo,Instituto Nacional de Turismo (INATUR),Comisiones/Comites,,
,40934,29/06/2016,05/04/2016,Nombramiento / Designación,ERIKA MARYELIN MARTINEZ CAMACARO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para el Turismo,Instituto Nacional de Turismo (INATUR),Comisiones/Comites,,
,40934,29/06/2016,05/04/2016,Nombramiento / Designación,CANDY JOHANNA COLMENARES RIVAS,Secretario,,Ejecutivo,Ministerio del Poder Popular para el Turismo,Instituto Nacional de Turismo (INATUR),Comisiones/Comites,,
,40934,29/06/2016,23/06/2016,Nombramiento / Designación,ALFREDO JOSE MORA ALVAREZ,Presidente,,Ejecutivo,Ministerio del Poder Popular para la Agricultura Productiva y Tierras,Corporación de Desarrollo Agrícola S.A.,"Corporación Venezolana del Café, S.A.",Junta Directiva,
,40934,29/06/2016,16/04/2016,Nombramiento / Designación,ANGIE DAMARIS NIETO ANGEL,Gerente,,Ejecutivo,Ministerio del Poder Popular para la Agricultura Productiva y Tierras,Instituto Nacional de Desarrollo Rural (INDER),"Oficina de Planificación Estratégica, Presupuesto y Control de Gestión",,
,40934,29/06/2016,04/06/2016,Nombramiento / Designación,JUAN JOSE LUCHON VASQUEZ,Director,,Ejecutivo,Ministerio del Poder Popular para la Salud,Despacho del Ministro,Direcciones Estadales de Salud,Distrito Capital,Hospital Materno Infantil Comandante Supremo Hugo Rafael Chávez Frías
